caseid,pid_4,ideo5,gov_choice,prop_111,prop_112,trump_app,hick_app,gardner_app,cong_app,scotus_app,pot_law,gambling,fracking,gun_control,anger,pride,hope,disgust,worry,trump_app2,hick_app2,gardner_app2,cong_app2,scotus_app2,pot_law2,gambling2,fracking2,gun_control2,old_weight_old,pid_x,sex,race_4,speakspanish,marstat,child18,employ,faminc_new,casscd,religiosity,age_group,educ
4.14E+08,Republican,Conservat,Walker St,1,0,Strongly Approve,Disapprove,Strongly Approve,Strong Disapprove,Strongly Approve,Oppose,Favor,Strongly Favor,Favor,Sometimes,Most of the Time,All of the Time,Sometimes,Sometimes,1,0,1,0,1,0,1,1,1,1.680423,6,Female,White,I can not,Divorced,No,Retired,"$10,000 -",7,Few times year,65+,HS grad or less
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,Disapprove,Strong Disapprove,Strong Disapprove,Strong Disapprove,Strong Oppose,Oppose,Strong Oppose,Strongly Favor,Most of the Time,Sometimes,Sometimes,All of the Time,All of the Time,0,0,0,0,0,0,0,0,1,0.8474758,1,Female,White,I can not,Married,No,Retired,"$60,000 -",5,never,65+,AA degree
4.14E+08,Independent,Moderate,Jared Pol,1,1,Strong Disapprove,Approve,Disapprove,Strong Disapprove,Approve,Strongly Favor,Strong Oppose,Favor,Strongly Favor,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,0,1,0,0,1,1,0,1,1,0.6562324,4,Male,White,I can not,Married,No,Full-time,"$120,000",7,never,50-64,BA
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Strong Disapprove,Strong Disapprove,Strong Disapprove,Strongly Favor,Oppose,Oppose,Strongly Favor,All of the Time,Rarely,Rarely,All of the Time,All of the Time,0,1,0,0,0,1,0,0,1,0.4805084,1,Female,White,I can not,Married,Yes,Full-time,"$70,000 -",2,never,50-64,BA
4.14E+08,Republican,Conservat,Walker St,1,0,Approve,,Approve,Disapprove,Approve,Favor,Oppose,Favor,,Rarely,Sometimes,Rarely,Sometimes,Sometimes,1,,1,0,1,1,0,1,,0.3388201,5,Male,White,I can not,Married,No,Full-time,"$120,000",2,Once week or more,65+,Some college
4.14E+08,Republican,Moderate,Walker St,0,0,Approve,Strong Disapprove,Approve,Approve,Disapprove,Strongly Favor,Favor,Favor,Strong Oppose,Most of the Time,Rarely,Rarely,Sometimes,Sometimes,1,0,1,1,0,1,1,1,0,0.4291409,6,Male,White,I can not,Married,Yes,Full-time,"$120,000",7,Once week or more,50-64,BA
4.14E+08,Democrat,Moderate,Jared Pol,1,0,Strong Disapprove,Approve,Disapprove,Disapprove,Approve,Strongly Favor,Favor,Favor,Strongly Favor,Most of the Time,Sometimes,Most of the Time,All of the Time,Most of the Time,0,1,0,0,1,1,1,1,1,0.4278818,2,Male,White,I can not,Widowed,No,Full-time,"$100,000",1,Few times year,65+,Some college
4.14E+08,Republican,Conservat,Walker St,0,0,Strongly Approve,Strong Disapprove,Approve,Approve,Approve,Strong Oppose,Strong Oppose,Strongly Favor,Strong Oppose,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,1,0,1,1,1,0,0,1,0,0.7014801,6,Male,White,I can not,Married,No,Other,,2,never,65+,BA
4.14E+08,Independent,Conservat,Scott Hel,1,0,Strong Disapprove,Strong Disapprove,Disapprove,Strong Disapprove,Approve,Strong Oppose,Strong Oppose,Oppose,Favor,Sometimes,Never,Never,Most of the Time,Sometimes,0,0,0,0,1,0,0,0,1,0.4774733,4,Female,Black,I can not,Married,Yes,Full-time,"$120,000",1,Once week or more,40-49,BA
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Strong Disapprove,Favor,Favor,Strong Oppose,Strongly Favor,All of the Time,Rarely,Rarely,All of the Time,All of the Time,0,1,0,0,0,1,1,0,1,0.4174398,1,Female,White,I can not,Divorced,No,Retired,"$60,000 -",1,never,65+,Post-grad
4.14E+08,Republican,Conservat,Walker St,0,0,Strongly Approve,Disapprove,Approve,Disapprove,Approve,Strong Oppose,Oppose,Strongly Favor,Strong Oppose,Sometimes,Sometimes,Sometimes,Most of the Time,Sometimes,1,0,1,0,1,0,0,1,0,0.9087849,6,Male,White,I can not,Married,No,Full-time,"$80,000 -",6,Once week or more,65+,HS grad or less
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Disapprove,Strongly Favor,Favor,Strong Oppose,Strongly Favor,Most of the Time,Rarely,Never,All of the Time,Most of the Time,0,1,0,0,0,1,1,0,1,0.5181159,1,Male,White,I can not,Married,No,Retired,"$70,000 -",5,never,65+,Some college
4.14E+08,Republican,Conservat,Walker St,0,0,Strongly Approve,Disapprove,Strongly Approve,Disapprove,Approve,Oppose,Favor,Strongly Favor,Strong Oppose,Most of the Time,Rarely,Rarely,Most of the Time,Most of the Time,1,0,1,0,1,0,1,1,0,0.3471159,6,Male,White,I can not,Never mar,No,Retired,"$250,000",2,never,50-64,Post-grad
4.14E+08,Independent,Moderate,Jared Pol,1,1,Strong Disapprove,Approve,Disapprove,Strong Disapprove,Disapprove,Favor,,Strong Oppose,Strongly Favor,Most of the Time,Rarely,Rarely,All of the Time,Most of the Time,0,1,0,0,0,1,,0,1,0.6034491,4,Female,White,I can not,Domestic,No,Full-time,,2,never,65+,Post-grad
4.14E+08,Independent,Moderate,Jared Pol,1,0,Strong Disapprove,Strongly Approve,Strongly Approve,Disapprove,Approve,Favor,Favor,Favor,Strong Oppose,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,0,1,1,0,1,1,1,1,0,0.3388201,4,Male,White,I can not,Married,No,Permanent,"$60,000 -",3,Few times year,65+,AA degree
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,Approve,Disapprove,Strong Disapprove,Disapprove,Favor,Oppose,Oppose,Strongly Favor,All of the Time,Rarely,Rarely,All of the Time,All of the Time,0,1,0,0,0,1,0,0,1,0.4854211,1,Male,White,I can not,Divorced,No,Full-time,"$50,000 -",7,never,50-64,AA degree
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Disapprove,Strong Disapprove,Disapprove,Favor,Oppose,Strong Oppose,Favor,Most of the Time,Sometimes,Rarely,Most of the Time,Most of the Time,0,1,0,0,0,1,0,0,1,0.3277957,1,Male,White,I can not,Married,No,Full-time,"$80,000 -",4,Few times year,50-64,Post-grad
4.14E+08,Republican,Conservat,Walker St,0,0,Disapprove,Approve,Approve,Disapprove,Approve,Strongly Favor,Strongly Favor,Strongly Favor,Oppose,Rarely,Rarely,Rarely,Most of the Time,Sometimes,0,1,1,0,1,1,1,1,0,0.5777098,6,Male,White,I can not,Never mar,No,Full-time,"$150,000",1,Few times year,65+,Post-grad
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Strongly Approve,Favor,Strong Oppose,Strong Oppose,Strongly Favor,All of the Time,Sometimes,Never,All of the Time,All of the Time,0,1,0,0,1,1,0,0,1,0.396824,2,Female,White,I can not,Married,No,Retired,"$120,000",3,never,50-64,BA
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Strong Disapprove,Strong Disapprove,Disapprove,Strongly Favor,Oppose,Strong Oppose,Strongly Favor,All of the Time,Rarely,Rarely,All of the Time,All of the Time,0,1,0,0,0,1,0,0,1,0.4972177,1,Female,White,I can not,Married,No,Other,"$100,000",5,never,50-64,Some college
4.14E+08,Other,Conservat,Walker St,0,0,Strongly Approve,Disapprove,Approve,Disapprove,Strongly Approve,Strongly Favor,Strongly Favor,Strongly Favor,Strong Oppose,Sometimes,Most of the Time,All of the Time,All of the Time,Rarely,1,0,1,0,1,1,1,1,0,0.5140317,,Male,White,I can not,Divorced,Yes,Full-time,"$50,000 -",6,Few times year,50-64,AA degree
4.14E+08,Independent,Moderate,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Disapprove,Strong Disapprove,Strong Disapprove,Strongly Favor,Strongly Favor,Strong Oppose,Strongly Favor,All of the Time,Rarely,Never,All of the Time,Most of the Time,0,1,0,0,0,1,1,0,1,0.6562324,4,Male,White,I can not,Married,No,Full-time,"$100,000",5,never,50-64,BA
4.14E+08,Republican,Very cons,Walker St,1,0,Strongly Approve,Approve,Strongly Approve,Disapprove,Strongly Approve,Strong Oppose,Favor,Strongly Favor,Favor,Most of the Time,Rarely,Sometimes,Most of the Time,Sometimes,1,1,1,0,1,0,1,1,1,0.5052169,7,Male,White,I can not,Married,No,Retired,"$70,000 -",6,Once week or more,65+,Post-grad
4.14E+08,Independent,Moderate,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Strong Disapprove,Strongly Favor,,Strong Oppose,Strongly Favor,All of the Time,Never,Never,All of the Time,All of the Time,0,1,0,0,0,1,,0,1,0.8022381,4,Male,White,I can not,Never mar,No,Full-time,"$200,000",4,never,40-49,BA
4.14E+08,Independent,Moderate,Jared Pol,1,1,Strong Disapprove,Disapprove,Disapprove,Strong Disapprove,Strong Disapprove,Oppose,Strong Oppose,Strong Oppose,Strongly Favor,All of the Time,Never,Never,All of the Time,All of the Time,0,0,0,0,0,0,0,0,1,0.396824,4,Female,White,I can not,Never mar,No,Full-time,"$50,000 -",6,Few times year,50-64,BA
4.14E+08,Other,Very cons,Walker St,0,1,Strongly Approve,Disapprove,Approve,Approve,Strongly Approve,Strong Oppose,Strong Oppose,Strong Oppose,Strong Oppose,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,1,0,1,1,1,0,0,0,0,0.4007425,,Male,White,I can not,Married,No,Retired,"$120,000",5,never,65+,BA
4.14E+08,Republican,Very cons,Walker St,0,0,Strongly Approve,Disapprove,Strongly Approve,Approve,Approve,Favor,Favor,Strongly Favor,Strong Oppose,Sometimes,Most of the Time,All of the Time,Sometimes,Sometimes,1,0,1,1,1,1,1,1,0,0.743082,7,Male,White,I can not,Married,Yes,Full-time,"$60,000 -",4,never,40-49,Some college
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Strong Disapprove,Favor,Strong Oppose,Favor,Strongly Favor,All of the Time,Rarely,Rarely,All of the Time,All of the Time,0,1,0,0,0,1,0,1,1,0.4928417,2,Male,Hispanic,I can not,Married,No,Retired,"$80,000 -",7,Once week or more,50-64,BA
4.14E+08,Democrat,Moderate,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Disapprove,Strong Disapprove,Disapprove,Favor,Strong Oppose,Strong Oppose,Strongly Favor,Most of the Time,Sometimes,Rarely,Most of the Time,Most of the Time,0,1,0,0,0,1,0,0,1,0.3748933,1,Male,White,I can not,Never mar,No,Permanent,"$10,000 -",7,Few times year,50-64,BA
4.14E+08,Democrat,Liberal,Jared Pol,1,0,Strong Disapprove,Approve,Disapprove,Strong Disapprove,Disapprove,Favor,Oppose,Favor,Strongly Favor,All of the Time,Sometimes,Rarely,Most of the Time,Sometimes,0,1,0,0,0,1,0,1,1,0.4805084,3,Female,White,I can not,Married,No,Retired,"$250,000",4,never,50-64,BA
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Disapprove,Strong Disapprove,Disapprove,Oppose,Strong Oppose,,Strongly Favor,Most of the Time,Sometimes,Rarely,All of the Time,All of the Time,0,1,0,0,0,0,0,,1,0.6624362,1,Male,White,I can not,Married,No,Retired,"$120,000",1,never,65+,BA
4.14E+08,Independent,Very libe,Jared Pol,1,1,Strong Disapprove,Approve,Disapprove,Strong Disapprove,Disapprove,Strongly Favor,Oppose,Strong Oppose,Strongly Favor,Most of the Time,Sometimes,Rarely,Most of the Time,Most of the Time,0,1,0,0,0,1,0,0,1,1.024735,4,Female,White,I can not,Married,No,Full-time,"$100,000",1,Few times year,30-39,Post-grad
4.14E+08,Democrat,Moderate,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Disapprove,,Strong Oppose,Oppose,Strongly Favor,Most of the Time,Most of the Time,Sometimes,Most of the Time,All of the Time,0,1,0,0,0,,0,0,1,1.024735,1,Female,White,I can not,Separated,Yes,Full-time,"$70,000 -",6,Once week or more,30-39,Post-grad
4.14E+08,Independent,Very libe,Jared Pol,1,1,Strong Disapprove,Disapprove,Disapprove,Disapprove,Approve,Strongly Favor,,Oppose,Strongly Favor,Sometimes,Most of the Time,Rarely,Sometimes,Most of the Time,0,0,0,0,1,1,,0,1,0.3251539,4,Female,White,I can not,Divorced,No,Full-time,"$20,000 -",7,never,50-64,Some college
4.14E+08,Republican,Conservat,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Strong Disapprove,Strong Disapprove,Approve,Favor,Strong Oppose,Strong Oppose,Strongly Favor,Most of the Time,Sometimes,Never,Most of the Time,Most of the Time,0,1,0,0,1,1,0,0,1,0.8171316,5,Male,White,I can not,Divorced,No,Full-time,"$120,000",2,never,65+,Post-grad
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Approve,Disapprove,Disapprove,Strong Disapprove,Strongly Favor,Oppose,,Favor,Sometimes,Sometimes,Rarely,Most of the Time,Most of the Time,0,1,0,0,0,1,0,,1,0.4410366,1,Female,White,I can not,Divorced,No,Retired,"$10,000 -",3,never,65+,BA
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Disapprove,Favor,Strong Oppose,Strong Oppose,Strongly Favor,All of the Time,Rarely,Rarely,All of the Time,All of the Time,0,1,0,0,0,1,0,0,1,0.2721776,1,Female,White,I can not,Never mar,No,Full-time,"$50,000 -",6,Few times year,50-64,Post-grad
4.14E+08,Other,Moderate,Jared Pol,1,1,Strong Disapprove,Approve,Disapprove,Strong Disapprove,Disapprove,Favor,Favor,Strong Oppose,Strongly Favor,All of the Time,All of the Time,Rarely,All of the Time,Sometimes,0,1,0,0,0,1,1,0,1,0.4410366,,Female,White,I can not,Widowed,No,Retired,"$70,000 -",7,never,65+,BA
4.14E+08,Independent,Moderate,Jared Pol,1,1,Strong Disapprove,Approve,Disapprove,Strong Disapprove,Disapprove,Favor,Strong Oppose,Strong Oppose,Favor,All of the Time,Rarely,Never,All of the Time,All of the Time,0,1,0,0,0,1,0,0,1,0.3752282,4,Male,White,I can not,Married,Yes,Full-time,"$120,000",7,Few times year,40-49,Post-grad
4.14E+08,Other,Conservat,Walker St,1,0,Strongly Approve,Disapprove,Approve,Disapprove,Approve,Strong Oppose,Oppose,Strongly Favor,Strong Oppose,Sometimes,Sometimes,Most of the Time,Sometimes,Sometimes,1,0,1,0,1,0,0,1,0,0.5486536,,Male,White,I can not,Married,No,Full-time,"$150,000",6,Once week or more,65+,Some college
4.14E+08,Democrat,Liberal,Jared Pol,1,0,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Disapprove,Strongly Favor,Oppose,Oppose,Strongly Favor,Sometimes,Rarely,Sometimes,Sometimes,Most of the Time,0,1,0,0,0,1,0,0,1,0.5777098,1,Male,White,I can not,Married,No,Retired,"$100,000",5,never,65+,Post-grad
4.14E+08,Democrat,Liberal,Jared Pol,1,0,Strong Disapprove,Strongly Approve,Strong Disapprove,Strong Disapprove,Approve,Strongly Favor,Favor,Strong Oppose,Strongly Favor,All of the Time,Sometimes,Sometimes,All of the Time,All of the Time,0,1,0,0,1,1,1,0,1,1.058857,1,Female,White,I can not,Married,No,Full-time,"$250,000",1,never,65+,Some college
4.14E+08,Democrat,Moderate,Jared Pol,1,1,,,,Strong Disapprove,Disapprove,,Strong Oppose,Strong Oppose,Strongly Favor,Sometimes,Never,Never,Most of the Time,Most of the Time,,,,0,0,,0,0,1,0.2595017,2,Female,White,I can not,Divorced,No,Full-time,"$120,000",4,never,50-64,BA
4.14E+08,Republican,Conservat,Walker St,1,0,Approve,Strongly Approve,Approve,Approve,Approve,Strongly Favor,Strongly Favor,Favor,Strong Oppose,Sometimes,Most of the Time,Most of the Time,Rarely,Sometimes,1,1,1,1,1,1,1,1,0,0.2996674,5,Male,White,I can not,Married,No,Retired,"$80,000 -",5,never,65+,BA
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Disapprove,,Strong Oppose,Oppose,Strongly Favor,Most of the Time,Rarely,Rarely,Most of the Time,All of the Time,0,1,0,0,0,,0,0,1,0.4174398,2,Female,White,I can not,Widowed,No,Retired,"$70,000 -",2,Once week or more,65+,Post-grad
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Disapprove,Strong Disapprove,Disapprove,Strongly Favor,Oppose,Strong Oppose,Strongly Favor,Most of the Time,Rarely,Rarely,Most of the Time,Most of the Time,0,1,0,0,0,1,0,0,1,0.8171316,1,Male,White,I can not,Married,No,Retired,"$40,000 -",6,Few times year,65+,Post-grad
4.14E+08,Independent,Moderate,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Disapprove,Disapprove,Favor,Strong Oppose,Strong Oppose,Strongly Favor,Sometimes,Rarely,Rarely,Most of the Time,Most of the Time,0,1,0,0,0,1,0,0,1,0.674423,4,Female,White,I can not,Married,No,Retired,"$50,000 -",2,Once week or more,65+,BA
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Strong Disapprove,Strong Disapprove,Strong Disapprove,Strongly Favor,Favor,Strong Oppose,Strongly Favor,Most of the Time,Rarely,Never,All of the Time,All of the Time,0,1,0,0,0,1,1,0,1,0.4162077,1,Female,White,I can not,Never mar,Yes,Full-time,"$70,000 -",7,Few times year,50-64,Post-grad
4.14E+08,Republican,Conservat,Walker St,1,0,Strongly Approve,Strong Disapprove,Strongly Approve,Approve,Approve,Strong Oppose,Strong Oppose,Strongly Favor,Oppose,Sometimes,Most of the Time,Sometimes,Sometimes,Sometimes,1,0,1,1,1,0,0,1,0,0.4007425,6,Male,White,I can not,Widowed,No,Retired,"$40,000 -",1,Once week or more,65+,BA
4.14E+08,Republican,Conservat,Walker St,1,0,Approve,,Approve,Approve,Approve,Strongly Favor,Favor,Strongly Favor,Strong Oppose,Most of the Time,All of the Time,Sometimes,Sometimes,All of the Time,1,,1,1,1,1,1,1,0,0.7141733,5,Female,White,I can not,Divorced,No,Retired,"$40,000 -",7,never,65+,BA
4.14E+08,Republican,Conservat,Walker St,0,0,Strongly Approve,Disapprove,Approve,Approve,Strongly Approve,Oppose,Strong Oppose,Strongly Favor,Strong Oppose,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,1,0,1,1,1,0,0,1,0,0.7523544,6,Female,Other POC,I can not,Married,No,Retired,"$70,000 -",2,Once week or more,65+,Some college
4.14E+08,Independent,Conservat,Walker St,0,0,Strongly Approve,Strong Disapprove,Approve,Strong Disapprove,Strongly Approve,Oppose,Strong Oppose,Strongly Favor,Strong Oppose,Never,Never,Most of the Time,Sometimes,Never,1,0,1,0,1,0,0,1,0,0.9087849,4,Male,White,I can not,Married,No,Retired,,4,Once week or more,65+,HS grad or less
4.14E+08,Democrat,Liberal,Jared Pol,1,0,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Disapprove,Favor,Oppose,Strong Oppose,Strongly Favor,Most of the Time,Rarely,Sometimes,Sometimes,Most of the Time,0,1,0,0,0,1,0,0,1,0.5737902,2,Male,White,I can not,Domestic,No,Full-time,"$100,000",6,Few times year,40-49,Post-grad
4.14E+08,Republican,Conservat,Walker St,1,0,Strongly Approve,,Approve,Disapprove,Strongly Approve,Strong Oppose,Oppose,Favor,Oppose,Sometimes,Most of the Time,Sometimes,Sometimes,Rarely,1,,1,0,1,0,0,1,0,0.4007425,6,Male,White,I can not,Married,No,Retired,"$150,000",5,Once week or more,65+,BA
4.14E+08,Republican,Conservat,Walker St,1,0,Strongly Approve,Strong Disapprove,Approve,Disapprove,Strongly Approve,Favor,Oppose,Strongly Favor,Strong Oppose,Most of the Time,Rarely,Sometimes,All of the Time,Never,1,0,1,0,1,1,0,1,0,0.6799303,6,Male,White,I can not,Married,No,Full-time,,6,Once week or more,50-64,BA
4.14E+08,Independent,Moderate,Jared Pol,1,1,Strong Disapprove,Approve,Disapprove,Disapprove,Disapprove,Favor,Strong Oppose,Oppose,Strongly Favor,Most of the Time,Sometimes,Rarely,Sometimes,Most of the Time,0,1,0,0,0,1,0,0,1,0.5181159,4,Male,White,I can not,Married,No,Full-time,,2,Few times year,65+,AA degree
4.14E+08,Republican,Moderate,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Disapprove,Favor,Oppose,Oppose,Strongly Favor,Rarely,Most of the Time,Most of the Time,Most of the Time,Sometimes,0,1,0,0,0,1,0,0,1,1.734713,5,Male,White,I can not,Never mar,No,Full-time,,1,Few times year,40-49,Post-grad
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Approve,Disapprove,Strong Disapprove,Disapprove,Strongly Favor,Favor,Strong Oppose,Strongly Favor,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,0,1,0,0,0,1,1,0,1,0.4162077,1,Female,White,I can not,Domestic,No,Full-time,,2,never,50-64,Post-grad
4.14E+08,Republican,Moderate,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Approve,Strongly Favor,Oppose,Oppose,Strongly Favor,Most of the Time,Rarely,Rarely,Most of the Time,Most of the Time,0,1,0,0,1,1,0,0,1,0.6624362,5,Male,White,I can not,Married,No,Retired,"$30,000 -",6,never,65+,BA
4.14E+08,Republican,Conservat,Walker St,0,1,Strongly Approve,Disapprove,Disapprove,Disapprove,Approve,Strongly Favor,Favor,Favor,Strong Oppose,Rarely,Sometimes,Sometimes,Most of the Time,Most of the Time,1,0,0,0,1,1,1,1,0,0.6949106,5,Male,White,I can not,Married,No,Retired,"$40,000 -",3,never,50-64,BA
4.14E+08,Republican,Conservat,Walker St,1,0,Approve,Approve,Strongly Approve,Disapprove,Strongly Approve,Strong Oppose,Oppose,Strongly Favor,Strong Oppose,Rarely,All of the Time,Most of the Time,Sometimes,Sometimes,1,1,1,0,1,0,0,1,0,0.5052169,7,Male,White,I can not,Married,No,Retired,,4,Once week or more,65+,Post-grad
4.14E+08,Independent,Moderate,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Disapprove,Favor,,Strong Oppose,Strongly Favor,Sometimes,Rarely,Rarely,Most of the Time,Sometimes,0,1,0,0,0,1,,0,1,0.8515929,4,Female,White,I can not,Married,No,Full-time,,1,never,50-64,AA degree
4.14E+08,Independent,Very cons,Walker St,0,0,Strongly Approve,Strong Disapprove,Disapprove,Strong Disapprove,,Strong Oppose,,Strongly Favor,Strong Oppose,All of the Time,Rarely,Sometimes,Most of the Time,Sometimes,1,0,0,0,,0,,1,0,0.5486536,4,Male,White,I can not,Married,No,Full-time,"$40,000 -",2,Once week or more,65+,Some college
4.14E+08,Independent,Moderate,Jared Pol,1,1,Strong Disapprove,,,Disapprove,Disapprove,Favor,Oppose,Strong Oppose,Strongly Favor,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,0,,,0,0,1,0,0,1,0.6892819,4,Female,White,I can not,Married,No,Retired,"$60,000 -",5,Few times year,65+,BA
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Strong Disapprove,Strong Disapprove,Strong Disapprove,Strongly Favor,Strong Oppose,Favor,Strongly Favor,All of the Time,Rarely,Rarely,All of the Time,All of the Time,0,1,0,0,0,1,0,1,1,0.8661474,1,Female,White,I can not,Married,No,Retired,"$50,000 -",6,never,65+,Some college
4.14E+08,Independent,Moderate,Jared Pol,1,1,Strong Disapprove,Approve,Disapprove,Strong Disapprove,Approve,Strongly Favor,Favor,Oppose,Strongly Favor,Rarely,Sometimes,Rarely,Most of the Time,Sometimes,0,1,0,0,1,1,1,0,1,0.5181159,4,Male,White,I can not,Married,No,Full-time,,2,never,65+,Some college
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Strong Disapprove,Favor,Favor,Strong Oppose,Strongly Favor,All of the Time,Rarely,Rarely,Most of the Time,All of the Time,0,1,0,0,0,1,1,0,1,0.5737902,1,Male,White,I can not,Married,Yes,Full-time,"$150,000",4,never,40-49,Post-grad
4.14E+08,Independent,Moderate,Some othe,1,0,Approve,Approve,Approve,Strong Disapprove,Disapprove,Strong Oppose,Strong Oppose,Favor,Favor,Sometimes,Most of the Time,Sometimes,Most of the Time,Most of the Time,1,1,1,0,0,0,0,1,1,0.8652932,4,Male,White,I can not,Married,No,Retired,"$80,000 -",3,Few times year,65+,Post-grad
4.14E+08,Independent,Moderate,Walker St,1,0,Approve,Strong Disapprove,Approve,Strong Disapprove,Approve,Favor,Favor,Oppose,Strong Oppose,Rarely,Most of the Time,Most of the Time,Sometimes,Rarely,1,0,1,0,1,1,1,0,0,0.7548606,4,Female,White,I can not,Married,No,Full-time,"$150,000",5,Few times year,50-64,Post-grad
4.14E+08,Republican,Conservat,Walker St,1,0,Strongly Approve,Disapprove,Approve,Disapprove,Approve,Strong Oppose,Oppose,Strongly Favor,Strong Oppose,Sometimes,Sometimes,Most of the Time,Most of the Time,Sometimes,1,0,1,0,1,0,0,1,0,0.3471159,6,Male,White,I can not,Married,No,Full-time,"$120,000",3,Few times year,50-64,Post-grad
4.14E+08,Independent,Very libe,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Strong Disapprove,Strongly Favor,Strongly Favor,Strong Oppose,Strongly Favor,Most of the Time,Sometimes,Never,Most of the Time,Sometimes,0,1,0,0,0,1,1,0,1,0.4928417,4,Male,Hispanic,I speak E,Never mar,No,Full-time,"$60,000 -",1,never,50-64,BA
4.14E+08,Democrat,Liberal,Jared Pol,1,0,Strong Disapprove,Strongly Approve,Approve,Strong Disapprove,Approve,Favor,Strong Oppose,Oppose,Favor,Most of the Time,Rarely,Rarely,Most of the Time,Most of the Time,0,1,1,0,1,1,0,0,1,0.5122401,2,Female,Black,I can not,Never mar,No,Retired,"$30,000 -",1,Few times year,65+,BA
4.14E+08,Democrat,Moderate,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Disapprove,Strong Disapprove,Disapprove,Strongly Favor,Strongly Favor,Favor,Strongly Favor,Sometimes,Rarely,Rarely,All of the Time,Most of the Time,0,1,0,0,0,1,1,1,1,0.6420859,2,Male,White,I can not,Married,No,Part-time,"$150,000",4,never,50-64,BA
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Approve,Disapprove,Strong Disapprove,Disapprove,Strongly Favor,Favor,Oppose,Strongly Favor,Most of the Time,Rarely,Rarely,All of the Time,All of the Time,0,1,0,0,0,1,1,0,1,0.1167837,1,Male,Hispanic,I speak E,Married,No,Other,"$80,000 -",1,never,50-64,Post-grad
4.14E+08,Republican,Very cons,Walker St,1,0,Approve,Approve,Approve,Approve,Approve,Strongly Favor,Strongly Favor,Strongly Favor,Oppose,Rarely,Sometimes,Sometimes,Rarely,Rarely,1,1,1,1,1,1,1,1,0,0.8495219,7,Male,White,I can not,Married,Yes,Full-time,"$120,000",6,Once week or more,40-49,BA
4.14E+08,Democrat,Liberal,Jared Pol,1,0,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Disapprove,Strong Oppose,Oppose,Favor,Strongly Favor,Most of the Time,Rarely,Rarely,Most of the Time,Sometimes,0,1,0,0,0,0,0,1,1,1.328471,1,Male,White,I can not,Married,No,Retired,"$80,000 -",2,Few times year,50-64,HS grad or less
